Šifra,Oznaka,Naziv dijagnoze,Latinski naziv dijagnoze
6676,O698,Porođaj komplikovan zbog komplikacija sa pupčanikom,Partus propter complicationes chordae umbilicalis complicatus
6677,O699,"Porođaj komplikovan zbog komplikacija sa pupčanikom,neoznačen","Partus propter complicatus chordae umbilicalis complicatus,non specificatus"
6678,O70,Povreda međice u toku porođaja,"Laesio perinaei,per partum"
6679,O700,"Povreda međice u toku porođaja,prvi stepen","Laesio perinaei per partum,gradus primus"
6680,O701,"Povreda međice u toku porođaja,drugi stepen","Laesio perinaei per partum,gradus secundus"
6681,O702,"Povreda međice u toku porođaja,treći stepen","Laesio perinaei per partum,gradus tertius"
6682,O703,"Povreda međice u toku porođaja,četvrti stepen","Laesio perinaei per patzum,gradus quartus"
6683,O709,"Povreda međice u toku porođaja,neoznačena","Laesio perinaei per partum,non specificatus"
6684,O71,Druge akušerske ozlede u toku porođaja,Traumata obstetricia alia
6685,O710,Prskanje materice pre porođaja,"Ruptura uteri,ante partum"
6686,O711,Prskanje materice tokom porođaja,"Ruptura uteri,per partum"
6687,O712,Izvrtanje materice posle porođaja,Inversio uteri postpartualis
6688,O713,Akušersko kidanje grlića materice,Laceratio cervicis uteri obstetricia
6689,O714,Akušersko kidanje zida usmine,Laceratio solum parietis vaginae obstetrica
6690,O715,Druga akušerska povreda organa karlice,Laesio organorum pelvicorum obstetricia alia
6691,O716,Akušersko oštećenje zglobova i veza karlice,Laesio articulorum et ligamentorum pelvis obstetrica
6692,O717,Nakupljanje krvi u karlici,Haematoma pelvis obstetricium
6693,O718,Druga označena akušerska ozleda,"Trauma obstetricium aliud,specificatum"
6694,O719,"Akušerska ozleda,neoznačena","Trauma obstetricium,non specificatum"
6695,O72,Krvarenje posle porođaja,Haemorrhagia post partum
6696,O720,"Krvarenje posle porođaja,treća faza","Haemorrhagia post partum,phasis tertia"
6697,O721,Drugo krvarenje posle porođaja,"Haemorrhagia directa,post partum,alia"
6698,O722,Kasno i sekundarno krvarenje posle porođaja,"Haemorrhagia tarda,post partum"
6699,O723,Poremećaj zgrušavanja krvi posle porođaja,"Coagulopathia sanguinis,post partum"
6700,O73,Zaostajanje posteljice i ovojnica posteljice bez krvarenja,"Retentio placentae et membranarum placentae,sine haemorrhagia"
6701,O730,Zaostajanje posteljice bez krvarenja,"Retontio placentae,sine haemorrhagia"
6702,O731,Zaostajanje dela posteljice i ovojnica bez krvarenja,"Retentio placentae partualis et membranarum,sine haemorrhagia"
6703,O74,Komplikacije uzrokovane anestezijom tokom porođaja,"Complicationes anaesthesionales,per partum"
6704,O740,Zapaljenje pluća uzrokovano anestezijom tokom porođaja,"Pneumonia aspirationalis anesthesionalis,per partum"
6705,O741,Druge komplikacije pluća uzrokovane anestezijom tokom porođaja,"Complicationes pulmonis anaesthosionales aliae,per partum"
6706,O742,Komplikacije srca uzrokovane anestezijom tokom porođaja,"Complicationes cardiacae anaesthesionales,per partum"
6707,O743,Komplikacije centralnog nervnog sistema uzrokovane anestezijom tokom porođaja,"Complicationes systematis nervosi centralis anaesthesionales,per partum"
6708,O744,Toksička reakcija uzrokovana anestezijom tokom porođaja,"Reactio toxica anaesthesionalis,per partum"
6709,O745,Glavobolja uzrokovana lumbalnom ili epiduralnom anestezijom tokom porođaja,"Cephalalgia propter anaesthesiam spinalem et epiduralem,per partum"
6710,O746,Druge komplikacije uzrokovane lumbalnom i epiduralnom anestezijom tokom porođaja,"Complicationes propter anaesthesiam spinalem et epiduralem,aliae,per partum"
6711,O747,Neuspela ili otežana intubacija tokom porođaja,"Intubatio inefficax sive dificilis,per partum"
6712,O748,Druge komplikacije uzrokovane anestezijom tokom porođaja,"Complicationes anaesthesionales,aliae,per partum"
6713,O749,"Komplikacija uzrokovana anestezijom tokom porođaja,neoznačena","Complicatio anaesthesionalis,non specificata,per partum"
6714,O75,Druge komplikacije tokom porođaja,"Complicationes aliae,per partum"
6715,O750,Iscrpljenost majke tokom porođaja,Exhaustio per partum
6716,O751,Šok tokom ili posle porođaja,Afflictus (shock) per sive post partum
6717,O752,Povišena temperatura tokom porođaja,Pyrehia per partum
6718,O753,Druge infekcije posle porođaja,"Infectiones,aliae,per partum"
6719,O754,Druge komplikacije usled hirurške intervencije i akušerskih procedura,Complicationes propter proceduram chirurgicam et proceduras obstetricias aliae
6720,O755,Usporeni porođaj posle veštačkog bušenja vodenjaka,Partus post rupturam membranarum artificialem prolongatus
6721,O756,Usporeni porođaj posle spontanog ili neoznačenog prskanja vodenjaka,Partus post rupturam membranarum spontaneam sive non specificatem prolongatus
6722,O757,Prirodni porođaj posle prethodnog carskog reza,Partis vaginalis post sectionom caesaream praecedentem
6723,O758,Druge označene komplikacije porođaja,"Complicationes partus aliae,specificatae"
6724,O759,"Komplikacija porođaja,neoznačena","Complicatio partus,non specificata"
6725,O80,Spontani porođaj kod jednoplodne trudnoće,Partus spontaneus simplex
6726,O800,Spontani porođaj glavom,Partus spontaneus capite
6727,O801,Spontani porođaj zadnjicom,Partus spontaneus natibus
6728,O808,Drugi spontani porođaj kod jednoplodne trudnoće,Partus spontaneus simplex alius
6729,O809,"Spontani porođaj kod jednoplodne trudnoće, neoznačen","Partus spontaneus simplex,non specificatus"
6730,O81,Porođaj kod jednoplodne trudnoće forcepsom i vakuum-ekstraktorom,Partus simplex forcipe et vacuum-extractore
6731,O810,Porođaj niskim forcepsom,Partus forcipe inferiore
6732,O811,Porođaj forcepsom iz sredine,Partus forcipe cavitatis mediae
6733,O812,Porođaj forcepsom iz sredine sa rotacijom,Partus forcipe cavitatis mediae cum rotatione
6734,O813,"Porođaj forcepsom, drugim i neoznačenim",Partus forcipe alio et non specificato
6735,O814,Porođaj vakuum-ekstraktorom,Partus vacuum-extractore
6736,O815,Porođaj kombinovanom primenom forcepsa i vakuum-ekstraktora,Partus combinatione forcipis et vacuum-extractoris
6737,O82,Porođaj carskim rezom kod jednoplodne trudnoće,Partus simplex sectione caesarea
6738,O820,Porođaj carskim rezom po izboru,Partus sectione caesarea selectivus
6739,O821,Hitan porođaj carskim rezom,Partus sectione caesarea urgens
6740,O822,Porođaj sa odstranjenjem materice u toku carskog reza,"Partus hysterctdomia,per sectionem caesaream"
6741,O828,Drugi porođaj carskim rezom kod jednoplodne trudnoće,Partus simplex sectione caesarea alius
6742,O829,"Porođaj carskim rezom, neoznačen","Partus sectione caesarea,non specificatus"
6743,O83,Drugi porođaj kod jednoplodne trudnoće uz stručnu pomoć,"Partus simplex cum assistentia,alius"
6744,O830,Vađenje ploda sa karličnim prednjačenjem,Extractio natibus
6745,O831,Porođaj zadnjicom uz drugu pomoć,Partus natibus cum assistentia alia
6746,O832,Porođaj uz drugu ručnu pomoć,Partus cum assistentia manipulativa alia
6747,O833,Porođaj živog ploda kod trbušne trudnoće,Partus fetus vivi in graviditate abdominali
6748,O834,Operativno komadanje ploda tokom porođaja,"Operatio destructiva,per partum"
6749,O838,Drugi označeni porođaj jednoplodne trudnoće uz stručnu pomoć,"Partus simplex cum assistentia alius, specificatus"
6750,O839,"Jednoplodan porođaj uz stručnu pomoć, neoznačen","Partus simplex cum assistentia,non specificatus"
6751,O84,Višeplodni porođaj,Partus multiplex
6752,O840,Drugi višeplodni spontani porođaj,Partus multiplex spontaneus alius
6753,O841,Drugi višeplodni porođaj forcepsom i vakuum-ekstraktorom,Partus multiplex forcipe et vacuum-extractore alius
6754,O842,Drugi višeplodni porođaj carskim rezom,Partus multiplex sectione caesarea alius
6755,O848,Drugi višeplodni porođaj,Partus multiplex alius
6756,O849,"Višeplodni porođaj, neoznačen","Partus multiplex,non specificatus"
6757,O85,Sepsa(trovanje bakterijama)u babinjama,Sepsis puerperalis
6758,O86,Druge infekcije u babinjama,Infectiones puerperales aliae
6759,O860,Infekcije hirurške rane u toku porođaja,Infectio vulneris chirurgici obstetricii
6760,O861,Druga infekcija polnih organa posle porođaja,"Infectio tractus genitalis, alia, post partum"
6761,O862,"Infekcija mokraćnih kanala, posle porođaja","Infectio tractus urinarii,post partum"
6762,O863,Druge infekcije polno-mokraćnog sistema posle porođaja,"Infectiones tractus genitourinarii aliae, post partum"
6763,O864,"Povišena temperatura posle porođaja, uzrok nepoznat","Temperatura postpartualis,causa ignota"
6764,O868,Druge označene infekcije u babinjama,"Infectiones puerperales aliae, specificatae"
6765,O87,Komplikacije vena u babinjama,Complicationes venosae puerperales
6766,O870,Površno zapaljenje vena sa zgrušavanjem krvi u babinjama,"Thrombophlebitis puerperalis, superficialis"
6767,O871,Duboko zapaljenje vena sa zgrušavanjem krvi u babinjama,Thrombophlebitis profunda puerperalis
6768,O872,Šuljevi u babinjama,Haemorrhoides puerperales
6769,O873,Zgrušavanje krvi u venama mozga u babinjama,Thrombosis venae cerebralis puerperalis
6770,O878,Druge komplikacije vena u babinjama,Complicationes venosae puerperales aliae
6771,O879,"Komplikacija vena u babinjama,neoznačena","Complicatio venosa puerperalis, non specificata"
6772,O88,Začapljenje krvnog suda u toku porođaja,Embolia obstetricia
6773,O880,Začepljenje krvnog suda vazduhom u toku porođaja,Embolia aero obstetricia
6774,O881,Začapljenje krvnog suda tečnošću u toku porođaja,Embolia fluido obstetricia
6775,O882,Začepljenje krvnog suda ugruškom krvi u toku porođaja,Embolia coagulo obstetricia
6776,O883,Začepljenje krvnog suda gnojem u toku porođaja,Embolia septica obstetricia
6777,O888,Drugo začepljenje krvnog suda u toku porođaja,Embolia obstetricia alia
6778,O89,Komplikacije uzrokovane anestezijom tokom babinja,"Complicationes anaesthesionales,per puerperium"
6779,O890,Komplikacije pluća uzrokovane anestezijom tokom babinja,"Complicationes pulmonales anaesthesionales, per puerperium"
6780,O891,Komplikacije srca uzrokovane anestezijom tokom babinja,"Complicationes cardiacae anaesthesionales, per puerperium"
6781,O892,Komplikacije centralnog nervnog sistema uzrokovane anestezijom tokom babinja,"Complicationes sistematis nervosi centralis anaesthesionales, per puerperium"
6782,O893,Toksička reakcija uzrokovana lokalnom anestezijom tokom babinja,"Reactio toxica propter anaesthesiam localem, per puerperium"
6783,O894,Glavobolja uzrokovana limbalnom i epiduralnom anestezijom tokom babinja,"Cephalea propter anaesthesiam spinalem et epiduralem, per puerperium"
6784,O895,Druge komplikacije uzrokovane lumbalnom i epiduralnom anestezijom tokom babinja,"Complicationes propter anaesthesiam spinalem et epiduralem, per puerperium, alia"
6785,O896,Neuspela ili otežana intubacija tokom babinja,"Intubatio inefficax sive difficilis, per puerperium"
6786,O898,Druge komplikacije uzrokovane anestezijom tokom babinja,"Complicationes anaesthesionales, per puerperium, aliae"
6787,O899,"Komplikacija uzrokovana anestezijom tokom babinja, neoznačena","Complicatio anaesthesionalis,per puerperium, non specificata"
6788,O90,Komplikacije u babinjama,Complicationes puerperales
6789,O900,Prskanje rane posle carskog reza,Ruptura vulneris sectione caesarea facti
6790,O901,Prskanje rane na međici nastale tokom porođaja,Ruptura vulneris perinaealis obstetricie
6791,O902,Krvni ugrušak rane nastale tokom porođaja,Haematoma vulneris obstetricii
6792,O903,Srčano oboljenje u babinjama,Cardiomyopathia puerperalis
6793,O904,Akutna nedovoljna funkcija bubrega u babinjama,Isufficientia renalis postpartualis acuta
6794,O905,Zapaljenje štitaste žlezde u babinjama,Thyreoiditis postpartualis
6795,O908,Druge komplikacije babinja,Complicationes puerperales aliae
6796,O909,"Komplikacija u babinjama,neoznačena","Complicatio puerperalis,non specificata"
6797,O91,Zapaljenje dojke tokom dojenja,Mastitis per lactationem
6798,O910,Infekcija bradavice dojke udružena sa lučenjem mleka,Infectio papillae mammillae cum lactatione associata
6799,O911,Zagnoj dojke tokom dojenja,Absessus mammae per lactationem
6800,O912,Negnojno zapaljenje dojke tokom dojenja,Mastitis non purulenta per lactationem
6801,O92,Drugi poremećaji dojke i lučenja mleka,Disordines mammae et lactationis alii
6802,O920,Bradavica uvučena posle porođaja tokom babinja,Papilla mammae post partum et per puerperium retracta
6803,O921,Prskotina bradavice posle porođaja tokom babinja,Fissura papillae mammae post partum et per puerperium
6804,O922,"Druge bolesti dojke posle porođaja, neoznačene","Morbi mammae post partum alii,non specificati"
6805,O923,Nedostatak mleka,Agalactia
6806,O924,Nedovoljno lučenje mleka,Hipogalactia
6807,O925,Veštački uzrokovan prestanak lučenja mleka,Agalactia artificialis
6808,O926,Spontano curenje mleka,Galactorrhoea
6809,O927,"Drugi poremećaj lučenja mleka,neoznačen","Disordines lactationales alii, non specificate"
6810,O95,"Smrt majke nastala tokom trudnoće, porođaja ili babinja, uzrok nepoznat","Mors matris obstetricia,causa ignota"
6811,O96,"Smrt majke posle porođaja u periodu od 42 dana do godine dana, uzrok različit","Mors matris obstetricia per 42 dies usque ad unum annum post partum, causa varia"
6812,O97,Smrt majke uzrokovana posledicama trudnoće,Mors matris propter sequelas obstetricias
6813,O98,"Zarazne bolesti i parazitarne bolesti majke koje komplikuju trudnoću, porođaj i","Morbi matris infectivi et morbi parasitarii graviditatem, partium et puerperium"
6814,O980,"Tuberkuloza u trudnoći, porođaju i babinjama","Tuberculosis in graviditate,partu et puerperio"
6815,O981,"Sifilis u trudnoći,porođaju i babinjama","Syphilis in graviditate,partu et puerperio"
6816,O982,"Kapavac u trudnoći,porođaju i babinjama","Gonorrhoea in graviditate,partu et puerperio"
6817,O983,"Druge polne infekcije u trudnoći, porođaju i babinjama","Infectiones sexuales in graviditate, partu et puerperio aliae"
6818,O984,"Žutica uzrokovana virusom u trudnoći, porođaju i babinjama","Hepatitis viralis in graviditate, partu et puerperio"
6819,O985,"Druge bolesti uzrokovane virusom u trudnoći, porođaju i babinjama","Morbi virales in graviditate, partu et puerperio, alii"
6820,O986,"Bolesti uzrokovane protozoama u trudnoći, porođaju i babinjama","Morbi protozoales in graviditate,partu et puerperio"
6821,O988,"Druge zarazne bolesti i parazitarne bolesti majki u trudnoći, porođaju i babinja","Morbi matris infectivi et morbi parasitarii in graviditate, partu et puerperio,"
6822,O989,"Zarazna bolest i parazitarna bolest majke u trudnoći, porođaju i babinjama, neoz","Morbus matris infectivus et morbus parasitarius graviditate, partu et puerperio,"
6823,O99,"Druge bolesti majke u trudnoći, porođaju i babinjama",Morbi matris in graviditate partu et puerperio alii
6824,O990,"Slabokrvnost u trudnoći, porođaju i babinjama","Anaemia in graviditate,partu et puerperio"
6825,O991,Druge bolesti krvi i krvotvornih organa i poremećaji sistema imuniteta u trudnoć,Morbi sanguinis et organorum haematopoieticorum alii et disor. mechan. immunolog
